"name" "state" "prop" "gene.size"
"644" "capu" 9 0.39994138144397 30214
"645" "fred" 9 0.39453435627485 88785
"646" "CG31773" 2 0.65274064171123 2492
"647" "CG43797" 10 1 788
"648" "CR45344" 10 1 536
"649" "CG34176" 15 0.644444444444444 400
"650" "CG15422" 15 0.715008431703204 686
"651" "CG15423" 9 0.593427230046948 565
"652" "CG43773" 16 1 294
"653" "CG43774" 8 0.612593383137673 437
"654" "ed" 9 0.300873847342249 84372
"655" "CR44984" 10 0.81408191440405 1673
"656" "snoRNA:Me28S-C437" 13 1 115
"657" "Sr-CIII" 2 0.536434977578475 1284
"658" "Sr-CI" 2 0.706879024059641 2451
"659" "CG2955" 2 0.499587458745875 1924
"660" "Or24a" 16 1 1445
"661" "CR45791" 1 0.517735849056604 825
"662" "CR44057" 10 0.601088646967341 786
"663" "CG31961" 12 0.580029368575624 1543
"664" "lectin-24Db" 4 0.78266104756171 1161
"665" "CG3714" 3 0.41945618026216 8731
"666" "ft" 4 0.358978659175716 23392
"667" "CG3702" 12 0.441126569392603 2447
"668" "RpL40" 12 0.447870778267254 862
"669" "CR44608" 17 0.543876567020251 537
"670" "CR45720" 10 0.546707503828484 806
"671" "CR44058" 15 1 1327
"672" "CR44059" 9 0.672296445676834 3467
"673" "CR45294" 1 1 365
"674" "CR45295" 15 0.632468996617813 387
"675" "CR45296" 15 1 497
"676" "CG15425" 10 0.551367331855137 853
"677" "CR44080" 10 0.555891238670695 1155
"678" "Art2" 10 0.568798449612403 3628
"679" "tutl" 18 0.291080154620378 40633
"680" "bdl" 13 0.399562757201646 7276
"681" "Atet" 13 0.392704036237159 11863
"682" "mir-1005" 11 1 60
"683" "CR44697" 15 0.514165792235047 453
"684" "CR44698" 15 0.659302325581395 360
"685" "CR44699" 15 0.750246791707799 513
"686" "CR44700" 8 1 450
"687" "CG15429" 16 0.872995509942271 1059
"688" "Traf4" 13 0.223080912863071 18791
"689" "CR45363" 1 0.508361204013378 696
"690" "CG17612" 12 0.829287703939515 2013
"691" "CG3338" 12 0.453120703876822 3137
"692" "Psf2" 12 0.639784946236559 1174
"693" "Tps1" 2 0.494445566552212 4451
"694" "CG3652" 3 1 1106
"695" "l(2)k05819" 12 0.560594905021352 6291
"696" "CG33003" 2 0.445904173106646 2189
"697" "Dim1" 12 1 704
"698" "CG15431" 10 0.279624239216724 37290
"699" "CG43055" 9 1 669
"700" "tRNA:CR31963" 6 0.502626970227671 71
"701" "CG34177" 10 0.544572468162523 1149
"702" "CG34178" 10 0.544572468162523 1149
"703" "CG43056" 9 1 414
"704" "Sfp24F" 17 0.383731211317418 631
"705" "CG15432" 17 1 665
"706" "morgue" 17 0.543290043290043 1810
"707" "Elp3" 3 0.429530201342282 2033
"708" "MFS18" 12 0.450304259634888 1965
"709" "CG15439" 12 0.452510016497761 3743
"710" "CG15440" 17 1 1284
"711" "ND-B8" 17 0.524514338575393 581
"712" "Gs1l" 11 0.578801843317972 1670
"713" "RpL27A" 11 0.461263408820024 1178
"714" "snoRNA:Me18S-C1831" 17 1 71
"715" "mRpL27" 11 0.510693454309786 1043
"716" "CG15435" 12 0.65792610250298 2017
"717" "CG15443" 11 0.648908296943231 1790
"718" "CG15436" 17 0.704175152749491 1464
"719" "CG17840" 3 0.249701314217443 2848
"720" "ine" 13 0.430896870405377 9022
"721" "dpy" 4 0.336396973134236 136838
"722" "HP6" 6 1 499
"723" "CR43716" 11 1 718
"724" "CR44609" 16 0.724740578918624 1331
"725" "CR45452" 15 0.664932362122789 461
"726" "BG642163" 7 0.619883040935672 1576
"727" "CG15635" 7 0.476973684210526 3590
"728" "CG43798" 16 0.43754565376187 869
"729" "CG3355" 8 0.598984771573604 1489
"730" "CG11929" 7 0.547892720306513 4555
"731" "Bsg25A" 7 0.616657473800331 1409
"732" "Elba3" 8 0.867352185089974 1445
"733" "CG3251" 2 0.419311578006258 1737
"734" "CG34351" 15 0.288344427134967 27744
"735" "Taf12L" 10 0.492173913043478 650
"736" "CG15631" 8 0.662082514734774 2045
"737" "CG15630" 15 0.283109821190286 59452
"738" "CG42523" 10 0.381105398457584 1056
"739" "CG3294" 9 0.406003159557662 2032
"740" "Clect27" 13 0.397046196118839 5323
"741" "CR45297" 18 1 234
"742" "CG15629" 2 0.491129509166174 2882
"743" "CG3225" 7 0.542145593869732 2632
"744" "mir-4910" 12 1 65
"745" "CG15628" 9 0.303219919176118 7171
"746" "Fnta" 12 0.4022233451238 1479
"747" "mir-4912" 17 1 59
"748" "Ir25a" 2 0.328825191764231 4454
"749" "tank" 12 0.736409608091024 2664
"750" "CG12194" 6 0.295190713101161 3118
"751" "mxt" 12 0.501821637890068 5813
"752" "CG11927" 12 0.731303179579042 1733
"753" "mRpS2" 12 0.434459459459459 980
"754" "Mon1" 12 0.532212885154062 1999
"755" "pog" 9 0.369903389552972 23928
"756" "Cf2" 6 0.202799285288862 6216
"757" "CG3008" 12 0.534656913967259 2371
"758" "CG15625" 8 0.77665544332211 1282
"759" "CR45716" 13 1 518
"760" "CG3036" 19 0.421112649670115 11777
"761" "CG2837" 11 0.396526346776568 2897
"762" "hoe1" 13 0.356413693545061 23803
"763" "hoe2" 18 0.529336407891366 3403
"764" "Sgs1" 2 0.450952717007763 4014
"765" "CG14044" 12 0.730974309258362 1563
"766" "mRpL24" 12 0.519003115264797 1105
"767" "betaggt-I" 11 0.567642526964561 2745
"768" "jet" 11 0.469201154956689 1578
"769" "Jon25Biii" 9 0.395927601809955 826
"770" "Jon25Bii" 18 0.722182340272792 893
"771" "Jon25Bi" 7 0.331868131868132 865
"772" "Marcal1" 3 0.288760280231496 2783
"773" "CG34124" 2 0.690650352440484 7019
"774" "CR43824" 2 0.695228322216521 1449
"775" "CG34125" 12 0.763458401305057 726
"776" "Trip1" 17 0.678721174004193 1408
"777" "Scox" 17 0.707423580786026 1103
"778" "CG3756" 3 0.513434579439252 1212
"779" "l(2)05714" 3 0.617358842743817 3786
"780" "CG14043" 12 0.488531187122736 1985
"781" "mRpL28" 12 0.819021739130435 1340
"782" "Gmd" 12 0.673414304993252 1723
"783" "CG3792" 3 0.680911680911681 1255
"784" "CG8891" 3 0.664516129032258 895
"785" "CG8892" 17 0.439317564947654 2079
"786" "CG34126" 3 0.345616154642734 11088
"787" "Rtnl1" 13 0.619802435102228 16912
"788" "CG31917" 11 0.6535994297933 903
"789" "Tfb5" 11 0.6535994297933 903
"790" "CG3887" 12 0.728445747800586 1205
"791" "vkg" 7 0.24544739548672 16047
"792" "Cg25C" 7 0.460097919216646 7670
"793" "CG14042" 4 0.357993904128567 3109
"794" "SP555" 4 0.357993904128567 3109
"795" "CG31650" 11 0.372918492550394 4064
"796" "CG33995" 12 0.284182305630027 5095
"797" "CG44000" 12 0.284182305630027 5095
"798" "CG44001" 12 0.284182305630027 5095
"799" "CG9121" 3 0.774839743589744 3244
"800" "eIF-3p40" 17 1 1901
"801" "CG14040" 3 0.539874551971326 1732
"802" "CG14036" 12 1 437
"803" "His3.3A" 12 1 1091
"804" "CG31918" 3 0.413232104121475 2266
"805" "Rpn11" 17 0.795864262990456 1386
"806" "CR45291" 11 1 333
"807" "qtc" 13 0.42453282223287 9935
"808" "CR43820" 13 1 806
"809" "mir-2495" 7 0.583061889250814 114
"810" "CR45305" 11 1 222
"811" "RpL37A" 11 0.631414267834793 1098
"812" "pgant5" 10 0.204406532250707 21422
"813" "CG5828" 17 0.833607230895645 1934
"814" "CG4230" 17 0.64255677039529 3067
"815" "ND-13A" 3 0.409683426443203 1111
"816" "Msp300" 7 0.268208125070465 106125
"817" "snoRNA:Psi28S-2263" 4 1 144
"818" "snmRNA:765" 4 1 45
"819" "snmRNA:128" 11 0.526690391459075 62
"820" "snoRNA:Psi18S-525k" 4 1 139
"821" "snmRNA:158" 7 1 156
"822" "Cyp28d2" 2 0.71722265321955 2078
"823" "Cyp28d1" 8 0.53682092555332 1985
"824" "CG7742" 2 0.680790960451977 2686
"825" "CG14034" 2 0.458715596330275 1353
"826" "TpnC25D" 8 0.540673211781206 2352
"827" "tkv" 13 0.173757658270933 52384
"828" "tRNA:CR31971" 13 1 71
"829" "tRNA:CR31914" 13 1 71
"830" "CR14033" 15 1 1540
"831" "CR44744" 13 0.505161290322581 1050
"832" "Cyp4ac1" 1 0.406171809841535 1898
"833" "Cyp4ac2" 10 0.346078813889973 2063
"834" "Cyp4ac3" 13 0.406692406692407 1831
"835" "Bsg25D" 3 0.472131147540984 6820
"836" "Bub1" 3 0.464619764131761 4418
"837" "CR44743" 13 0.82093023255814 1220
"838" "CR44742" 13 1 513
"839" "vri" 19 0.48017930913246 22279
"840" "CR45730" 19 1 442
"841" "CG14024" 13 0.500374906273432 3584
"842" "Ncoa6" 3 0.480534768351131 11393
"843" "CR44985" 11 1 328
"844" "cype" 17 1 742
"845" "CG14022" 17 0.6502849002849 904
"846" "TotM" 2 0.52122854561879 607
"847" "fusl" 1 0.479698876959151 7603
"848" "CG12512" 19 0.274569683509162 3102
"849" "nompC" 20 0.581533396518182 19560
"850" "CR42850" 20 0.389269866881807 1979
"851" "CR44745" 5 1 1081
"852" "H15" 20 0.425179458862507 12313
"853" "CR43713" 14 0.591125198098257 762
"854" "CR43714" 20 1 700
"855" "CR43715" 20 1 560
"856" "CR31647" 14 0.99165673420739 3695
"857" "snoRNA:Me28S-A2486" 14 1 115
"858" "mid" 20 0.436670878079596 5971
"859" "CR45287" 15 0.670483460559796 286
"860" "CG14020" 1 0.578271028037383 1212
"861" "CG7382" 1 0.635395874916833 1003
"862" "cl" 12 0.357756153405839 1247
"863" "CG7371" 3 0.597690086621752 2617
"864" "CG6907" 11 0.618433179723502 1670
"865" "CR44793" 11 0.608211143695015 1205
"866" "Cap-D3" 12 0.403960958969014 10053
"867" "CG31648" 17 1 897
"868" "CG31915" 3 0.488067996077149 2559
"869" "CG7277" 12 0.614835948644793 1603
"870" "tomb" 11 0.638511095204009 897
"871" "CG14015" 13 0.373858046380885 2346
"872" "Hel25E" 11 0.656536697247706 2988
"873" "Lam" 19 0.322608322608323 4162
"874" "Oscillin" 12 0.399933949801849 2528
"875" "CG14014" 2 0.502460024600246 1126
"876" "CG18269" 7 0.727785613540197 918
"877" "CG14013" 2 0.726609157266092 1007
"878" "CG14017" 2 0.505747126436782 1240
"879" "GluRIIA" 7 0.366123925825418 3922
"880" "GluRIIB" 8 0.442703862660944 4160
"881" "CR44794" 9 0.800554016620499 944
"882" "snRNA:U4:25F" 9 0.537867078825348 147
"883" "CG14011" 9 0.918958742632613 1536
"884" "CG7251" 20 1 1299
"885" "CG18266" 8 0.459400781589231 1803
"886" "DIP-eta" 20 0.571906954493811 16223
"887" "CR44795" 20 1 431
"888" "CR44796" 20 0.579107505070994 486
"889" "Cyp6a16" 15 0.386893336989306 3147
"890" "DIP-theta" 9 0.564608199273482 32269
"891" "CR44822" 15 0.862630208333333 1036
"892" "mir-959" 15 1 97
"893" "mir-960" 15 1 92
"894" "mir-961" 15 1 88
"895" "mir-962" 15 1 91
"896" "mir-963" 1 1 88
"897" "mir-964" 1 1 99
"898" "CR44821" 20 0.530120481927711 330
"899" "Hsp60C" 10 0.37695841677465 7989
"900" "CG12511" 9 0.756527875793931 917
"901" "CR44819" 9 0.52441125789776 1241
"902" "CR44820" 10 0.594536304816679 891
"903" "CG7236" 10 0.471643299229506 7417
"904" "CG14007" 2 0.358274167121791 1331
"905" "CR44818" 2 0.653846153846154 748
"906" "CG34011" 8 1 1366
"907" "CG11149" 9 0.427699816961562 2778
"908" "sip1" 12 0.750073681108164 2893
"909" "CG11030" 9 0.159334188280248 37764
"910" "CG14006" 18 0.56560773480663 2396
"911" "CG11147" 11 0.525963564258272 7569
"912" "CG11029" 11 0.323699421965318 1804
"913" "obst-E" 13 0.353142577647347 3589
"914" "CG9171" 13 0.534769340167699 33251
"915" "CR31912" 6 0.532166301969365 1785
"916" "CG31913" 18 0.573421439060206 862
"917" "CG14005" 12 1 1458
"918" "CG7239" 11 0.347186147186147 1810
"919" "CG11034" 18 0.345729366602687 3668
"920" "CR44575" 10 1 514
"921" "CR44576" 10 1 483
"922" "CG43307" 10 1 351
"923" "CG31644" 9 0.521367521367521 553
"924" "TrissinR" 9 0.587740978744439 32763
"925" "rau" 13 0.337090315883138 19729
"926" "CG44574" 10 0.538949275362319 604
"927" "Sfp26Ac" 10 0.696969696969697 424
"928" "CG43185" 15 1 603
"929" "CG9029" 15 0.83739837398374 607
"930" "CR44577" 9 0.760311284046693 785
"931" "CR44578" 9 1 335
"932" "Acp26Ab" 10 0.723684210526316 564
"933" "Acp26Aa" 16 0.808327825512227 1013
"934" "CR44579" 10 1 431
"935" "CG9021" 8 0.252610641471905 1511
"936" "CR43808" 9 1 1292
"937" "bchs" 3 0.232383435773266 15607
"938" "CG14000" 3 0.469924812030075 1362
"939" "CG9016" 14 1 777
"940" "CR43926" 20 1 756
"941" "dsf" 20 0.555538843348124 13324
"942" "CR45288" 20 1 217
"943" "CR45289" 20 1 589
"944" "Sfp26Ad" 20 0.577476714648603 681
"945" "Gpdh" 17 0.750214592274678 5325
"946" "CR44986" 17 1 750
"947" "CG9044" 12 0.33126491646778 5785
"948" "CG13999" 12 0.513301088270859 1154
"949" "CG13998" 7 0.614457831325301 330
"950" "Vm26Ab" 7 1 635
"951" "Vm26Ac" 7 0.633214920071048 626
"952" "Vm26Aa" 10 1 744
"953" "psd" 8 0.398477157360406 1864
"954" "CG13992" 8 0.680880810905278 2361
"955" "Ucp4C" 8 1 1195
"956" "Ucp4B" 8 0.642857142857143 1166
"957" "CR43465" 8 0.642857142857143 1166
"958" "chic" 19 0.300967776241625 8903
"959" "eIF-4a" 17 0.855543595263724 4145
"960" "ifc" 17 0.503326679973387 2506
"961" "lid" 12 0.32827091783794 10101
"962" "Tsp26A" 12 0.529426433915212 3510
"963" "Gal" 11 0.432986943778311 3253
"964" "CR43866" 11 0.527756939234809 2166
"965" "CG9098" 1 0.339605407380343 4974
"966" "H2.0" 8 0.294169224024551 6343
"967" "CG13996" 10 0.665943600867679 883
"968" "CG9107" 7 0.402298850574713 1588
"969" "CG9109" 10 0.656357008726389 8553
"970" "mtm" 12 0.392600574712644 2284
"971" "CG9117" 17 1 905
"972" "CG31643" 12 0.483087834151664 3166
"973" "ade2" 12 0.441609238219408 4869
"974" "mir-966" 17 1 86
"975" "slmo" 17 1 2190
"976" "CG34179" 17 1 2055
"977" "CG12393" 17 0.749327052489906 2472
"978" "CG9135" 13 0.61755661168577 3077
"979" "CG13995" 18 0.564630124077273 5867
"980" "CG34180" 19 1 428
"981" "ND-51" 17 0.345341614906832 1915
"982" "CG13994" 3 0.617597292724196 682
"983" "Fbw5" 3 0.580076098235905 2391
"984" "CG9147" 12 0.618802619270346 1638
"985" "CG9150" 12 0.758765778401122 926
"986" "CG13993" 11 1 759
"987" "CG9154" 11 0.704154727793696 896
"988" "Kr-h2" 17 0.892250072025353 2971
"989" "CR43801" 12 1 545
"990" "CR9162" 19 0.674705552439708 1283
"991" "CR44773" 19 0.66087962962963 364
"992" "Kr-h1" 19 0.486002084056964 13895
"993" "CG45075" 11 0.368421052631579 5086
"994" "CG9175" 12 0.539378612716763 2268
"995" "stai" 10 0.272319987084275 24276
"996" "CG31642" 18 0.396812749003984 2010
"997" "Arpc4" 12 0.37842064112588 779
"998" "WDR79" 12 0.553005008347245 1896
"999" "B9d2" 2 0.580359865812748 2779
"1000" "tectonic" 2 0.580359865812748 2779
"1001" "CG9222" 7 0.44518103008669 1461
"1002" "CR45719" 2 0.634279475982533 416
"1003" "CR44824" 10 1 442
"1004" "CG13991" 7 0.81233681462141 5628
"1005" "Muc26B" 7 0.668458781362007 1732
"1006" "CG31639" 9 0.826762909494725 1301
"1007" "CG13989" 10 0.8708303761533 909
"1008" "CG34380" 16 0.192574120254918 31981
"1009" "Ugt37b1" 10 0.579773321708806 1794
"1010" "CR44823" 10 1 353
"1011" "Ddr" 10 0.346881629189648 70343
"1012" "AANATL2" 18 0.480597014925373 963
"1013" "CG13983" 8 1 933
"1014" "CR42735" 15 1 444
"1015" "CG43922" 8 1 374
"1016" "CG13984" 10 0.6280276816609 656
"1017" "PDZ-GEF" 12 0.36147868094938 9022
"1018" "Pez" 11 0.318282988871224 5790
"1019" "Cpr" 12 0.280211480362538 7444
"1020" "CG9497" 11 0.422907488986784 1997
"1021" "CG9498" 7 0.433909388136385 1641
"1022" "ppk7" 10 0.404068607897886 2007
"1023" "ppk14" 8 0.822653429602888 1716
"1024" "CG9500" 10 0.773303916161059 1313
"1025" "CR44777" 10 1 1649
"1026" "CR44778" 10 1 982
"1027" "CG9505" 8 0.537749287749288 2308
"1028" "slam" 7 0.514455151964418 4896
"1029" "DIP-epsilon" 10 0.348054617530465 33555
"1030" "CG9507" 8 0.302676215604975 2153
"1031" "CG42370" 2 0.656965463717501 2077
"1032" "CG42369" 11 0.245253164556962 1396
"1033" "CG13982" 7 0.355397727272727 3020
"1034" "Tig" 7 0.469470513266134 8131
"1035" "Fic" 17 0.377514792899408 2035
"1036" "CG9527" 9 0.517788724685276 21679
"1037" "retm" 11 0.422222222222222 7465
"1038" "frj" 17 0.309606481481481 2956
"1039" "CG16947" 12 0.571987699189265 6654
"1040" "CG9531" 12 0.712266532054518 1481
"1041" "mmy" 6 0.458063416297307 5366
"1042" "CG9536" 3 0.428712545274942 2537
"1043" "Sec61alpha" 13 0.41545643153527 3393
"1044" "CR45463" 13 1 269
"1045" "Daxx" 12 0.407863439205261 6647
"1046" "KFase" 17 0.565308254963427 1414
"1047" "epsilonCOP" 17 0.531795511221945 1104
"1048" "CG9548" 17 1 688
"1049" "CG31638" 17 0.289870857320678 5927
"1050" "CG9547" 17 0.5 1558
"1051" "CG9550" 12 0.776898734177215 1413
"1052" "CG31637" 19 0.236963462220646 28349
"1053" "CR44775" 19 1 980
"1054" "eya" 14 0.525438114733636 19529
"1055" "CR44776" 20 0.72365988909427 582
"1056" "Osm6" 9 0.519908466819222 1785
"1057" "COX5B" 17 0.51593625498008 1508
"1058" "CG9596" 12 0.417781742491823 2863
"1059" "COX5BL" 3 0.569883527454243 702
"1060" "Ent2" 12 0.672330097087379 2384
"1061" "CG13766" 11 0.673024523160763 2069
"1062" "CG11319" 10 0.332067052580801 32668
"1063" "CG11050" 13 0.394035725098395 6106
"1064" "DIP-iota" 9 0.697986577181208 4566
"1065" "CR44913" 9 1 366
"1066" "CG34345" 2 0.590098289042592 2247
"1067" "Oatp26F" 8 0.601879263740507 7269
"1068" "CG31635" 12 0.240187916270219 16316
"1069" "Tango1" 12 0.500703482237074 5186
"1070" "CG31633" 17 0.671033478893741 1561
"1071" "CG31636" 2 0.341997264021888 1693
"1072" "CG11070" 3 0.448954183266932 3516
"1073" "CG13771" 8 0.540711847879083 1551
"1074" "cup" 17 0.452393250688705 11116
"1075" "CG34310" 17 0.452393250688705 11116
"1076" "Galt" 12 0.476421330982812 1769
"1077" "Spn27A" 17 1 2282
"1078" "cort" 3 0.775377089278435 1953
"1079" "Nse1" 3 1 976
"1080" "Nhe3" 3 0.37885901266183 6529
"1081" "CG11327" 4 0.877215189873418 1870
"1082" "Tsp" 18 0.151348980039482 22295
"1083" "AkhR" 18 0.398148148148148 4900
"1084" "Aatf" 12 0.375 1764
"1085" "homer" 11 0.624188129899216 3965
"1086" "Liprin-alpha" 12 0.429349567446331 8863
"1087" "TTLL3B" 2 0.500660851176315 3283
"1088" "TTLL3A" 7 0.480111008325624 3824
"1089" "CG11221" 10 0.403014648644823 13631
"1090" "CG31910" 2 0.620287868403016 959
"1091" "snoRNA:Me28S-G2743" 2 1 78
"1092" "CG44271" 9 0.518630412890232 493
"1093" "CG11322" 8 1 1764
"1094" "CG11321" 2 0.402286745900406 12926
"1095" "CG17378" 11 0.244544156638793 4403
"1096" "nrv1" 13 0.386100386100386 8306
"1097" "nrv2" 19 0.338198498748957 9092
"1098" "CR43610" 10 0.584070796460177 404
"1099" "tRNA:CR31631" 20 1 72
"1100" "CG17376" 20 1 948
"1101" "CG17377" 5 0.871846619576186 1482
"1102" "CG11236" 5 0.598065556152606 1361
"1103" "CG17375" 20 0.595020325203252 1468
"1104" "CR44081" 20 1 470
"1105" "sens-2" 20 0.509489986027014 17061
"1106" "Rca1" 12 0.859093125304729 1551
"1107" "l(2)k09022" 4 0.4921451013996 6707
"1108" "Nha1" 10 0.367677181482999 9484
"1109" "CR44915" 10 0.736037624926514 1201
"1110" "CR44914" 9 0.664510166358595 1664
"1111" "Nlg2" 9 0.464818442067199 31756
"1112" "mir-932" 10 1 90
"1113" "CG13773" 17 0.464839094159714 1178
"1114" "Rat1" 12 0.501041666666667 3340
"1115" "Wee1" 12 0.633032694475761 3048
"1116" "x16" 11 0.404405979543666 5909
"1117" "CG32829" 3 0.758797653958944 864
"1118" "nop5" 3 0.557028112449799 1990
"1119" "snoRNA:nop5-x16-a" 3 1 100
"1120" "Hrb27C" 13 0.234202311651059 11353
"1121" "CG43232" 2 0.719429857464366 833
"1122" "CG18304" 2 0.432723558361965 10269
"1123" "Fgop2" 12 0.584833397165837 2111
"1124" "ihog" 4 0.798907388137357 3344
"1125" "Gas41" 12 0.873299928418039 897
"1126" "SA" 12 0.568488745980707 4165
"1127" "CG13775" 17 0.527966375687035 2593
"1128" "CG3430" 12 0.375963020030817 2096
"1129" "Atac1" 7 0.551185656448814 1229
"1130" "CG10399" 4 1 1276
"1131" "sip2" 4 0.640287769784173 2558
"1132" "Coprox" 17 0.68469387755102 1466
"1133" "smt3" 17 1 864
"1134" "snRNP-U1-70K" 12 0.576574021554169 3026
"1135" "CR43142" 12 0.546058879392213 553
"1136" "uif" 6 0.360005129191511 37531
"1137" "CR44326" 6 0.666408068269977 789
"1138" "CG43321" 6 1 541
"1139" "CG43322" 12 0.645844649646931 1341
"1140" "ade3" 4 0.37680412371134 9275
"1141" "Pcp" 18 0.615683229813665 788
"1142" "CG31908" 12 0.530392156862745 2560
"1143" "CG3476" 12 1 1433
"1144" "Rab30" 12 0.833524684270953 2113
"1145" "Caper" 11 0.434140263438946 5157
"1146" "milt" 17 0.276662920747043 18187
"1147" "Mnn1" 3 0.478592678825508 7285
"1148" "CG31907" 3 0.748245203556387 1637
"1149" "Sem1" 3 1 481
"1150" "Nuf2" 17 0.675760755508919 1406
"1151" "CG11289" 18 0.604944255937954 1563
"1152" "Pvf2" 1 0.597730623757933 15099
