"name" "state" "prop" "gene.size"
"645" "fred" 7 0.314016912135297 88785
"646" "CG31773" 3 0.896724598930481 2492
"647" "CG43797" 8 1 788
"648" "CR45344" 8 1 536
"649" "CG34176" 13 0.727777777777778 400
"650" "CG15422" 13 0.715008431703204 686
"651" "CG15423" 7 0.593427230046948 565
"652" "CG43773" 16 1 294
"653" "CG43774" 2 0.612593383137673 437
"654" "ed" 7 0.247610196494955 84372
"655" "CR44984" 8 0.792452830188679 1673
"656" "snoRNA:Me28S-C437" 1 1 115
"657" "Sr-CIII" 3 0.536434977578475 1284
"658" "Sr-CI" 3 0.633005760759065 2451
"659" "CG2955" 3 0.696782178217822 1924
"660" "Or24a" 16 1 1445
"661" "CR45791" 8 0.482264150943396 825
"662" "CR44057" 8 0.601088646967341 786
"663" "CG31961" 11 0.465491923641703 1543
"664" "lectin-24Db" 4 0.770620108368453 1161
"665" "CG3714" 5 0.41945618026216 8731
"666" "ft" 4 0.358978659175716 23392
"667" "CG3702" 11 0.439090600610791 2447
"668" "RpL40" 11 0.447870778267254 862
"669" "CR44608" 15 0.543876567020251 537
"670" "CR45720" 8 0.546707503828484 806
"671" "CR44058" 13 1 1327
"672" "CR44059" 8 1 3467
"673" "CR45294" 16 1 365
"674" "CR45295" 13 0.632468996617813 387
"675" "CR45296" 13 1 497
"676" "CG15425" 13 0.547671840354767 853
"677" "CR44080" 8 1 1155
"678" "Art2" 9 0.735707364341085 3628
"679" "tutl" 8 0.218729487272992 40633
"680" "bdl" 14 0.615740740740741 7276
"681" "Atet" 14 0.432095769635202 11863
"682" "mir-1005" 11 0.539285714285714 60
"683" "CR44697" 16 1 453
"684" "CR44698" 13 0.659302325581395 360
"685" "CR44699" 13 0.750246791707799 513
"686" "CR44700" 9 1 450
"687" "CG15429" 16 0.872995509942271 1059
"688" "Traf4" 15 0.394190871369295 18791
"689" "CR45363" 2 1 696
"690" "CG17612" 11 0.546756864305611 2013
"691" "CG3338" 5 0.703876821556228 3137
"692" "Psf2" 17 0.542413381123059 1174
"693" "Tps1" 3 0.494445566552212 4451
"694" "CG3652" 5 1 1106
"695" "l(2)k05819" 11 0.44912384037697 6291
"696" "CG33003" 3 0.414605873261206 2189
"697" "Dim1" 11 1 704
"698" "CG15431" 8 0.347208256152421 37290
"699" "CG43055" 8 1 669
"700" "tRNA:CR31963" 15 1 71
"701" "CG34177" 8 0.544572468162523 1149
"702" "CG34178" 8 0.544572468162523 1149
"703" "CG43056" 8 1 414
"704" "Sfp24F" 17 0.383731211317418 631
"705" "CG15432" 17 1 665
"706" "morgue" 17 0.543290043290043 1810
"707" "Elp3" 5 0.429530201342282 2033
"708" "MFS18" 11 0.686815415821501 1965
"709" "CG15439" 11 0.462880037709168 3743
"710" "CG15440" 17 1 1284
"711" "ND-B8" 17 0.524514338575393 581
"712" "Gs1l" 11 1 1670
"713" "RpL27A" 10 0.461263408820024 1178
"714" "snoRNA:Me18S-C1831" 17 1 71
"715" "mRpL27" 10 0.510693454309786 1043
"716" "CG15435" 11 0.65792610250298 2017
"717" "CG15443" 11 0.775982532751092 1790
"718" "CG15436" 17 0.704175152749491 1464
"719" "CG17840" 11 0.278972520908005 2848
"720" "ine" 14 0.430896870405377 9022
"721" "dpy" 4 0.328099507435089 136838
"722" "HP6" 15 1 499
"723" "CR43716" 10 1 718
"724" "CR44609" 16 0.724740578918624 1331
"725" "CR45452" 13 0.664932362122789 461
"726" "BG642163" 10 0.326023391812865 1576
"727" "CG15635" 6 0.357319078947368 3590
"728" "CG43798" 16 0.720964207450694 869
"729" "CG3355" 9 0.910152284263959 1489
"730" "CG11929" 9 0.60233918128655 4555
"731" "Bsg25A" 9 0.548262548262548 1409
"732" "Elba3" 9 0.601542416452442 1445
"733" "CG3251" 3 0.419311578006258 1737
"734" "CG34351" 13 0.465337770853987 27744
"735" "Taf12L" 9 0.567826086956522 650
"736" "CG15631" 2 1 2045
"737" "CG15630" 8 0.431995596477182 59452
"738" "CG42523" 13 0.640102827763496 1056
"739" "CG3294" 7 0.406003159557662 2032
"740" "Clect27" 14 0.397046196118839 5323
"741" "CR45297" 19 1 234
"742" "CG15629" 3 0.491129509166174 2882
"743" "CG3225" 6 0.542145593869732 2632
"744" "mir-4910" 11 1 65
"745" "CG15628" 8 0.421196714900274 7171
"746" "Fnta" 11 0.754421424962102 1479
"747" "mir-4912" 17 1 59
"748" "Ir25a" 3 0.328825191764231 4454
"749" "tank" 11 0.799620733249052 2664
"750" "CG12194" 5 0.295190713101161 3118
"751" "mxt" 11 0.357357833042927 5813
"752" "CG11927" 11 0.731303179579042 1733
"753" "mRpS2" 11 0.434459459459459 980
"754" "Mon1" 11 0.532212885154062 1999
"755" "pog" 8 0.222695267725561 23928
"756" "Cf2" 17 0.236450268016677 6216
"757" "CG3008" 11 0.503308951584814 2371
"758" "CG15625" 2 1 1282
"759" "CR45716" 19 0.491159135559921 518
"760" "CG3036" 18 0.452472102305123 11777
"761" "CG2837" 17 0.39152193111569 2897
"762" "hoe1" 14 0.336512683027428 23803
"763" "hoe2" 19 0.529336407891366 3403
"764" "Sgs1" 3 0.450952717007763 4014
"765" "CG14044" 11 0.730974309258362 1563
"766" "mRpL24" 11 0.519003115264797 1105
"767" "betaggt-I" 10 0.567642526964561 2745
"768" "jet" 10 0.469201154956689 1578
"769" "Jon25Biii" 7 0.395927601809955 826
"770" "Jon25Bii" 9 0.491744436468055 893
"771" "Jon25Bi" 6 0.331868131868132 865
"772" "Marcal1" 5 0.288760280231496 2783
"773" "CG34124" 3 0.595690916345259 7019
"774" "CR43824" 3 0.695228322216521 1449
"775" "CG34125" 17 0.763458401305057 726
"776" "Trip1" 17 0.590670859538784 1408
"777" "Scox" 17 0.707423580786026 1103
"778" "CG3756" 5 0.513434579439252 1212
"779" "l(2)05714" 5 0.420205319645357 3786
"780" "CG14043" 11 0.538028169014084 1985
"781" "mRpL28" 11 0.742391304347826 1340
"782" "Gmd" 11 0.673414304993252 1723
"783" "CG3792" 5 0.680911680911681 1255
"784" "CG8891" 5 0.664516129032258 895
"785" "CG8892" 17 0.439317564947654 2079
"786" "CG34126" 5 0.368225750776666 11088
"787" "Rtnl1" 14 0.619802435102228 16912
"788" "CG31917" 10 0.6535994297933 903
"789" "Tfb5" 10 0.6535994297933 903
"790" "CG3887" 11 0.728445747800586 1205
"791" "vkg" 6 0.25137636880634 16047
"792" "Cg25C" 6 0.446022031823745 7670
"793" "CG14042" 4 0.349958437240233 3109
"794" "SP555" 4 0.349958437240233 3109
"795" "CG31650" 11 0.296231375985977 4064
"796" "CG33995" 11 0.284182305630027 5095
"797" "CG44000" 11 0.284182305630027 5095
"798" "CG44001" 11 0.284182305630027 5095
"799" "CG9121" 5 0.774839743589744 3244
"800" "eIF-3p40" 17 1 1901
"801" "CG14040" 5 0.539874551971326 1732
"802" "CG14036" 11 1 437
"803" "His3.3A" 11 1 1091
"804" "CG31918" 5 0.365509761388286 2266
"805" "Rpn11" 17 0.795864262990456 1386
"806" "CR45291" 10 1 333
"807" "qtc" 14 0.42453282223287 9935
"808" "CR43820" 14 1 806
"809" "mir-2495" 6 0.583061889250814 114
"810" "CR45305" 11 1 222
"811" "RpL37A" 11 0.631414267834793 1098
"812" "pgant5" 8 0.198978195420126 21422
"813" "CG5828" 17 0.71405094494659 1934
"814" "CG4230" 17 0.64255677039529 3067
"815" "ND-13A" 5 0.409683426443203 1111
"816" "Msp300" 6 0.237194182419482 106125
"817" "snoRNA:Psi28S-2263" 4 1 144
"818" "snmRNA:765" 4 1 45
"819" "snmRNA:128" 10 0.526690391459075 62
"820" "snoRNA:Psi18S-525k" 4 1 139
"821" "snmRNA:158" 9 0.565548780487805 156
"822" "Cyp28d2" 3 0.71722265321955 2078
"823" "Cyp28d1" 3 0.3158953722334 1985
"824" "CG7742" 3 0.680790960451977 2686
"825" "CG14034" 2 0.32164058283864 1353
"826" "TpnC25D" 2 0.335553997194951 2352
"827" "tkv" 15 0.202235080553665 52384
"828" "tRNA:CR31971" 8 1 71
"829" "tRNA:CR31914" 8 1 71
"830" "CR14033" 13 1 1540
"831" "CR44744" 14 0.505161290322581 1050
"832" "Cyp4ac1" 9 0.255212677231026 1898
"833" "Cyp4ac2" 2 0.393289114319157 2063
"834" "Cyp4ac3" 14 0.406692406692407 1831
"835" "Bsg25D" 5 0.472131147540984 6820
"836" "Bub1" 5 0.658397722651484 4418
"837" "CR44743" 14 0.636627906976744 1220
"838" "CR44742" 14 0.685093780848963 513
"839" "vri" 18 0.48017930913246 22279
"840" "CR45730" 18 1 442
"841" "CG14024" 14 0.434891277180705 3584
"842" "Ncoa6" 5 0.504834776759438 11393
"843" "CR44985" 10 1 328
"844" "cype" 17 1 742
"845" "CG14022" 17 0.6502849002849 904
"846" "TotM" 6 1 607
"847" "fusl" 2 0.479698876959151 7603
"848" "CG12512" 18 0.420044419766796 3102
"849" "nompC" 20 0.699556043298249 19560
"850" "CR42850" 12 0.465913674868899 1979
"851" "CR44745" 12 0.615433270082226 1081
"852" "H15" 20 0.438274039599274 12313
"853" "CR43713" 16 0.591125198098257 762
"854" "CR43714" 8 1 700
"855" "CR43715" 8 0.733962264150943 560
"856" "CR31647" 12 0.511084624553039 3695
"857" "snoRNA:Me28S-A2486" 12 1 115
"858" "mid" 8 0.48831332912192 5971
"859" "CR45287" 13 0.670483460559796 286
"860" "CG14020" 2 0.404789719626168 1212
"861" "CG7382" 10 0.415169660678643 1003
"862" "cl" 11 0.357756153405839 1247
"863" "CG7371" 5 0.597690086621752 2617
"864" "CG6907" 11 0.614746543778802 1670
"865" "CR44793" 11 0.648680351906158 1205
"866" "Cap-D3" 11 0.486401971003506 10053
"867" "CG31648" 17 1 897
"868" "CG31915" 5 0.488067996077149 2559
"869" "CG7277" 11 0.614835948644793 1603
"870" "tomb" 10 0.638511095204009 897
"871" "CG14015" 10 0.342234715390021 2346
"872" "Hel25E" 14 0.401376146788991 2988
"873" "Lam" 10 0.312312312312312 4162
"874" "Oscillin" 19 0.600066050198151 2528
"875" "CG14014" 3 0.459409594095941 1126
"876" "CG18269" 6 0.727785613540197 918
"877" "CG14013" 3 0.726609157266092 1007
"878" "CG14017" 3 0.505747126436782 1240
"879" "GluRIIA" 3 0.478290366350068 3922
"880" "GluRIIB" 9 0.344420600858369 4160
"881" "CR44794" 8 0.800554016620499 944
"882" "snRNA:U4:25F" 8 0.537867078825348 147
"883" "CG14011" 8 0.542730844793713 1536
"884" "CG7251" 20 0.585881045025014 1299
"885" "CG18266" 2 0.459400781589231 1803
"886" "DIP-eta" 20 0.348621658793279 16223
"887" "CR44795" 8 0.671321160042965 431
"888" "CR44796" 20 0.579107505070994 486
"889" "Cyp6a16" 20 0.578557718672882 3147
"890" "DIP-theta" 8 0.412192069354986 32269
"891" "CR44822" 13 0.819661458333333 1036
"892" "mir-959" 13 1 97
"893" "mir-960" 13 1 92
"894" "mir-961" 13 1 88
"895" "mir-962" 13 1 91
"896" "mir-963" 2 1 88
"897" "mir-964" 2 1 99
"898" "CR44821" 20 0.530120481927711 330
"899" "Hsp60C" 8 0.37695841677465 7989
"900" "CG12511" 8 0.528581510232886 917
"901" "CR44819" 7 0.52441125789776 1241
"902" "CR44820" 13 0.594536304816679 891
"903" "CG7236" 8 0.435897435897436 7417
"904" "CG14007" 1 0.241398143091207 1331
"905" "CR44818" 1 0.482371794871795 748
"906" "CG34011" 2 0.711146838156484 1366
"907" "CG11149" 7 0.427699816961562 2778
"908" "sip1" 11 0.654877689360448 2893
"909" "CG11030" 10 0.216205606009055 37764
"910" "CG14006" 19 0.56560773480663 2396
"911" "CG11147" 10 0.525963564258272 7569
"912" "CG11029" 10 0.323699421965318 1804
"913" "obst-E" 14 0.353142577647347 3589
"914" "CG9171" 14 0.475097034161951 33251
"915" "CR31912" 15 0.543982494529541 1785
"916" "CG31913" 19 0.573421439060206 862
"917" "CG14005" 11 1 1458
"918" "CG7239" 10 0.347186147186147 1810
"919" "CG11034" 6 0.304222648752399 3668
"920" "CR44575" 8 1 514
"921" "CR44576" 8 1 483
"922" "CG43307" 8 1 351
"923" "CG31644" 7 0.521367521367521 553
"924" "TrissinR" 7 0.497775580820564 32763
"925" "rau" 8 0.360126550991151 19729
"926" "CG44574" 13 1 604
"927" "Sfp26Ac" 13 0.696969696969697 424
"928" "CG43185" 16 0.641885766092475 603
"929" "CG9029" 13 0.83739837398374 607
"930" "CR44577" 8 0.760311284046693 785
"931" "CR44578" 8 1 335
"932" "Acp26Ab" 13 0.864661654135338 564
"933" "Acp26Aa" 16 0.808327825512227 1013
"934" "CR44579" 8 1 431
"935" "CG9021" 9 0.252610641471905 1511
"936" "CR43808" 8 1 1292
"937" "bchs" 2 0.214627180728876 15607
"938" "CG14000" 14 0.327604726100967 1362
"939" "CG9016" 12 1 777
"940" "CR43926" 20 1 756
"941" "dsf" 20 0.555538843348124 13324
"942" "CR45288" 20 1 217
"943" "CR45289" 20 1 589
"944" "Sfp26Ad" 20 0.577476714648603 681
"945" "Gpdh" 17 0.44549356223176 5325
"946" "CR44986" 17 1 750
"947" "CG9044" 11 0.272394590294352 5785
"948" "CG13999" 11 0.513301088270859 1154
"949" "CG13998" 9 0.614457831325301 330
"950" "Vm26Ab" 9 1 635
"951" "Vm26Ac" 9 1 626
"952" "Vm26Aa" 8 0.628617363344051 744
"953" "psd" 2 0.624788494077834 1864
"954" "CG13992" 9 0.556099265990912 2361
"955" "Ucp4C" 9 0.776401179941003 1195
"956" "Ucp4B" 2 0.408763505402161 1166
"957" "CR43465" 2 0.408763505402161 1166
"958" "chic" 18 0.300967776241625 8903
"959" "eIF-4a" 17 0.823896663078579 4145
"960" "ifc" 17 0.519294743845642 2506
"961" "lid" 5 0.366946514479766 10101
"962" "Tsp26A" 11 0.372319201995012 3510
"963" "Gal" 10 0.392219557687184 3253
"964" "CR43866" 10 0.470367591897975 2166
"965" "CG9098" 2 0.339605407380343 4974
"966" "H2.0" 2 0.399824638316528 6343
"967" "CG13996" 8 0.665943600867679 883
"968" "CG9107" 9 0.402298850574713 1588
"969" "CG9109" 8 0.562465481056004 8553
"970" "mtm" 17 0.423850574712644 2284
"971" "CG9117" 17 1 905
"972" "CG31643" 11 0.484997272231315 3166
"973" "ade2" 4 0.410877258334885 4869
"974" "mir-966" 17 1 86
"975" "slmo" 17 1 2190
"976" "CG34179" 17 1 2055
"977" "CG12393" 17 0.749327052489906 2472
"978" "CG9135" 15 0.38244338831423 3077
"979" "CG13995" 19 0.651013035966703 5867
"980" "CG34180" 18 1 428
"981" "ND-51" 17 0.793374741200828 1915
"982" "CG13994" 5 0.617597292724196 682
"983" "Fbw5" 5 0.613282601176064 2391
"984" "CG9147" 11 0.618802619270346 1638
"985" "CG9150" 11 1 926
"986" "CG13993" 11 0.731532962668785 759
"987" "CG9154" 10 0.704154727793696 896
"988" "Kr-h2" 17 0.618841832324978 2971
"989" "CR43801" 11 1 545
"990" "CR9162" 18 1 1283
"991" "CR44773" 18 1 364
"992" "Kr-h1" 18 0.433414379993053 13895
"993" "CG45075" 14 0.307196562835661 5086
"994" "CG9175" 11 0.539378612716763 2268
"995" "stai" 8 0.325799160477882 24276
"996" "CG31642" 8 0.407171314741036 2010
"997" "Arpc4" 11 0.37842064112588 779
"998" "WDR79" 11 0.553005008347245 1896
"999" "B9d2" 3 0.580359865812748 2779
"1000" "tectonic" 3 0.580359865812748 2779
"1001" "CG9222" 6 0.44518103008669 1461
"1002" "CR45719" 2 0.634279475982533 416
"1003" "CR44824" 9 1 442
"1004" "CG13991" 6 0.497389033942559 5628
"1005" "Muc26B" 9 0.668458781362007 1732
"1006" "CG31639" 7 0.826762909494725 1301
"1007" "CG13989" 13 0.699787083037615 909
"1008" "CG34380" 8 0.217758073950925 31981
"1009" "Ugt37b1" 8 0.506538796861377 1794
"1010" "CR44823" 13 0.550996483001172 353
"1011" "Ddr" 8 0.328425965210013 70343
"1012" "AANATL2" 19 0.480597014925373 963
"1013" "CG13983" 2 0.367062107466853 933
"1014" "CR42735" 13 1 444
"1015" "CG43922" 2 1 374
"1016" "CG13984" 9 0.764705882352941 656
"1017" "PDZ-GEF" 11 0.328187355597564 9022
"1018" "Pez" 11 0.38060413354531 5790
"1019" "Cpr" 11 0.290785498489426 7444
"1020" "CG9497" 14 0.422907488986784 1997
"1021" "CG9498" 6 0.433909388136385 1641
"1022" "ppk7" 13 0.451535700039888 2007
"1023" "ppk14" 9 0.763086642599278 1716
"1024" "CG9500" 8 0.773303916161059 1313
"1025" "CR44777" 8 1 1649
"1026" "CR44778" 8 1 982
"1027" "CG9505" 9 0.866452991452991 2308
"1028" "slam" 6 0.393254262416605 4896
"1029" "DIP-epsilon" 8 0.309939803259433 33555
"1030" "CG9507" 9 0.325669053901244 2153
"1031" "CG42370" 3 0.46604578967792 2077
"1032" "CG42369" 10 0.32120253164557 1396
"1033" "CG13982" 6 0.355397727272727 3020
"1034" "Tig" 6 0.477580813347237 8131
"1035" "Fic" 15 0.580670611439842 2035
"1036" "CG9527" 7 0.486371100164204 21679
"1037" "retm" 10 0.422222222222222 7465
"1038" "frj" 5 0.342303240740741 2956
"1039" "CG16947" 11 0.36273413474979 6654
"1040" "CG9531" 11 0.58354366481575 1481
"1041" "mmy" 18 0.458063416297307 5366
"1042" "CG9536" 5 0.428712545274942 2537
"1043" "Sec61alpha" 14 0.41545643153527 3393
"1044" "CR45463" 14 1 269
"1045" "Daxx" 11 0.340982230306422 6647
"1046" "KFase" 17 0.565308254963427 1414
"1047" "epsilonCOP" 17 0.567955112219451 1104
"1048" "CG9548" 17 1 688
"1049" "CG31638" 5 0.339816399564338 5927
"1050" "CG9547" 17 0.3955296404276 1558
"1051" "CG9550" 11 0.62289029535865 1413
"1052" "CG31637" 14 0.359311812699539 28349
"1053" "CR44775" 15 1 980
"1054" "eya" 12 0.525438114733636 19529
"1055" "CR44776" 20 1 582
"1056" "Osm6" 13 0.480091533180778 1785
"1057" "COX5B" 17 0.51593625498008 1508
"1058" "CG9596" 17 0.294380017841213 2863
"1059" "COX5BL" 5 0.569883527454243 702
"1060" "Ent2" 17 0.672330097087379 2384
"1061" "CG13766" 10 0.673024523160763 2069
"1062" "CG11319" 13 0.230613844669561 32668
"1063" "CG11050" 14 0.374962155616107 6106
"1064" "DIP-iota" 8 0.697986577181208 4566
"1065" "CR44913" 8 1 366
"1066" "CG34345" 3 0.590098289042592 2247
"1067" "Oatp26F" 9 0.437894194877076 7269
"1068" "CG31635" 11 0.183099429115128 16316
"1069" "Tango1" 5 0.604291241646148 5186
"1070" "CG31633" 17 0.671033478893741 1561
"1071" "CG31636" 3 0.341997264021888 1693
"1072" "CG11070" 5 0.543575697211155 3516
"1073" "CG13771" 16 0.403705509507557 1551
"1074" "cup" 11 0.227703168044077 11116
"1075" "CG34310" 11 0.227703168044077 11116
"1076" "Galt" 5 0.523578669017188 1769
"1077" "Spn27A" 17 0.746585190510424 2282
"1078" "cort" 5 1 1953
"1079" "Nse1" 5 0.733062330623306 976
"1080" "Nhe3" 17 0.340446720728411 6529
"1081" "CG11327" 4 0.551476793248945 1870
"1082" "Tsp" 10 0.181311691160342 22295
"1083" "AkhR" 19 0.474074074074074 4900
"1084" "Aatf" 10 0.625 1764
"1085" "homer" 10 0.624188129899216 3965
"1086" "Liprin-alpha" 11 0.431699241696038 8863
"1087" "TTLL3B" 3 0.590272270684642 3283
"1088" "TTLL3A" 6 0.480111008325624 3824
"1089" "CG11221" 8 0.305286250088458 13631
"1090" "CG31910" 3 0.620287868403016 959
"1091" "snoRNA:Me28S-G2743" 3 1 78
"1092" "CG44271" 8 1 493
"1093" "CG11322" 9 1 1764
"1094" "CG11321" 3 0.402286745900406 12926
"1095" "CG17378" 10 0.264939832755456 4403
"1096" "nrv1" 18 0.409379968203498 8306
"1097" "nrv2" 18 0.344349457881568 9092
"1098" "CR43610" 8 1 404
"1099" "tRNA:CR31631" 8 1 72
"1100" "CG17376" 8 0.639502762430939 948
"1101" "CG17377" 20 0.423814328960646 1482
"1102" "CG11236" 20 0.491671144545943 1361
"1103" "CG17375" 20 1 1468
"1104" "CR44081" 20 1 470
"1105" "sens-2" 20 0.60724266418258 17061
"1106" "Rca1" 11 0.859093125304729 1551
"1107" "l(2)k09022" 4 0.471865181376749 6707
"1108" "Nha1" 8 0.359586235149529 9484
"1109" "CR44915" 8 1 1201
"1110" "CR44914" 8 1 1664
"1111" "Nlg2" 8 0.49815428657526 31756
"1112" "mir-932" 8 1 90
"1113" "CG13773" 10 0.535160905840286 1178
"1114" "Rat1" 11 0.501041666666667 3340
"1115" "Wee1" 11 0.932638105975197 3048
"1116" "x16" 5 0.350904799370574 5909
"1117" "CG32829" 5 0.758797653958944 864
"1118" "nop5" 5 0.557028112449799 1990
"1119" "snoRNA:nop5-x16-a" 5 1 100
"1120" "Hrb27C" 10 0.275542056863241 11353
"1121" "CG43232" 3 0.719429857464366 833
"1122" "CG18304" 3 0.432723558361965 10269
"1123" "Fgop2" 11 0.584833397165837 2111
"1124" "ihog" 5 0.550728407908429 3344
"1125" "Gas41" 11 0.832498210450966 897
"1126" "SA" 11 0.568488745980707 4165
"1127" "CG13775" 17 0.527966375687035 2593
"1128" "CG3430" 5 0.313559322033898 2096
"1129" "Atac1" 6 0.551185656448814 1229
"1130" "CG10399" 4 1 1276
"1131" "sip2" 4 0.640287769784173 2558
"1132" "Coprox" 17 0.68469387755102 1466
"1133" "smt3" 17 1 864
"1134" "snRNP-U1-70K" 11 0.579126488939308 3026
"1135" "CR43142" 11 0.546058879392213 553
"1136" "uif" 15 0.322850548182343 37531
"1137" "CR44326" 15 0.666408068269977 789
"1138" "CG43321" 15 0.680115273775216 541
"1139" "CG43322" 11 0.587180879956545 1341
"1140" "ade3" 4 0.37680412371134 9275
"1141" "Pcp" 19 0.615683229813665 788
"1142" "CG31908" 11 0.530392156862745 2560
"1143" "CG3476" 11 1 1433
"1144" "Rab30" 11 0.558362035973976 2113
"1145" "Caper" 10 0.434140263438946 5157
"1146" "milt" 17 0.285760154117836 18187
"1147" "Mnn1" 5 0.432932350278101 7285
"1148" "CG31907" 5 0.748245203556387 1637
"1149" "Sem1" 17 1 481
"1150" "Nuf2" 17 0.860440713536201 1406
"1151" "CG11289" 19 0.604944255937954 1563
"1152" "Pvf2" 2 0.576639528174883 15099
